Word	Count
opphører	1
generasjoners	1
fakler	1
miljøvern	1
forestillingen	1
nøden	1
påske	1
aldersgrupper	1
livsmotet	1
parter	1
verdigrunnlaget	1
fusjoner	1
verdenskriger	1
grusomheter	1
bindeledd	1
kollisjonen	1
maskiner	1
likhetene	1
1600-tallet	1
person	1
bomber	1
telefonen	1
helsetilstand	1
presten	1
søk	1
skredulykken	1
vest-agder	1
nordvestlandet	1
fjernsynsapparatet	1
epoke	1
partene	1
via	1
korrupsjon	1
livsgrunnlag	1
lærerne	1
måneden	1
følgene	1
splittelse	1
informasjons	1
griegs	1
havn	1
barneår	1
teknikker	1
jødedom	1
kodene	1
ressursgrunnlaget	1
krefters	1
datidens	1
enerett	1
broer	1
kulturuttrykk	1
naboen	1
kul	1
bestemthet	1
bundet	1
paragrafen	1
skjønnhet	1
eldrebølgen	1
deilig	1
misunnelse	1
årevis	1
kronprinsens	1
utvinning	1
primærnæringer	1
beskjed	1
verdenssituasjonen	1
nattemørket	1
nysgjerrighet	1
kameratflokken	1
virkemidler	1
sang	1
samvittighet	1
fredsprisvinnere	1
leken	1
miljøutfordringer	1
lukt	1
stamfar	1
kirkens	1
åpning	1
juks	1
ordfører	1
hjemlandet	1
idrettsbegivenhet	1
kopier	1
celler	1
svikt	1
gjerningsmenn	1
døden	1
farer	1
flyktningestrøm	1
humor	1
bølge	1
kyst	1
langdrag	1
nord	1
idrettsprestasjoner	1
terrorhandlingene	1
abraham	1
selvgodhet	1
sunnere	1
luften	1
tv-aksjonen	1
utfordringen	1
mark	1
potensial	1
lovbrytere	1
jonas	1
navn	1
privatlivet	1
kong	1
arkitekter	1
understreking	1
forberedelsene	1
loven	1
hjerterom	1
lyttere	1
københavn	1
kystvaktskipet	1
midt-østen	1
voldsepisoder	1
tross	1
skomakergata	1
løfterikt	1
overvåkning	1
deltagere	1
skildringene	1
især	1
fjern	1
tidsregning	1
tv-serien	1
glansbildet	1
fortvilelsen	1
100-årsjubileum	1
fotsoldater	1
teknologiens	1
hevn	1
skillene	1
samfunnsmodell	1
krigsforbrytere	1
flyttefot	1
ark	1
tilgriset	1
talsmenn	1
yrkeslivet	1
kommuner	1
reformer	1
dagsverk	1
håpene	1
utstillingen	1
utvidet	1
oppdragelse	1
oppsving	1
hodet	1
årtusen	1
ambassadører	1
suksesser	1
te	1
vinden	1
månedene	1
konkurranser	1
tumleplass	1
25-årsjubileet	1
stolthet	1
solstråle	1
argumenter	1
andenes	1
referanseramme	1
monark	1
stemningen	1
dagsordenen	1
titusener	1
århundreskifte	1
morgenen	1
trener	1
arbeidssituasjon	1
tradisjonene	1
tvunget	1
regjeringen	1
aprildagene	1
minnetale	1
slagkraft	1
sluttstrek	1
nord-norge	1
medias	1
eftertanke	1
køen	1
barndommen	1
scene	1
mor	1
nybygg	1
kommuners	1
ruiner	1
bistand	1
frimodighet	1
kulturliv	1
beundring	1
straffeloven	1
kostnaden	1
julesangen	1
skadet	1
effekten	1
frys	1
hverdagskriminalitet	1
bygdene	1
ståsteder	1
misjonsvirksomhet	1
forsøpling	1
reaksjonsmønster	1
piken	1
livs	1
hilser	1
øysamfunn	1
gjest	1
prestasjon	1
mannskap	1
nobelprisvinnere	1
gjennomslagskraft	1
funksjon	1
alderdom	1
basaren	1
idrettsmiljøer	1
hånden	1
isolasjon	1
trusselen	1
kommunikasjonen	1
avsendere	1
sjefen	1
samfunnsoppgaver	1
eidsvoll	1
frister	1
krangel	1
fengselsceller	1
helge	1
forkant	1
vekstvilkår	1
nesen	1
trøbbel	1
for	1
individer	1
polarforskning	1
slavehandel	1
grensesetting	1
skattkammer	1
utøverne	1
utdannelsen	1
nornefeltet	1
vinterleker	1
mister	1
medienes	1
kommentar	1
gimle	1
forestilling	1
oppgaven	1
høyden	1
privilegium	1
tros	1
sektorer	1
tapere	1
helger	1
reportasjer	1
planeten	1
kjensgjerningene	1
idag	1
vest	1
onkel	1
miljøpåvirkning	1
fryktet	1
salme	1
aragorn	1
statsbesøk	1
hverdagene	1
uttrykt	1
latskap	1
nasjoners	1
uærlighet	1
betinget	1
facebook	1
hensynsløshet	1
disposisjon	1
anledninger	1
arkene	1
bryllupet	1
kjæledyr	1
huse	1
toppen	1
plassen	1
unescos	1
tsunamien	1
japan	1
optimismen	1
forespørsler	1
briller	1
hovedoppgave	1
midnatt	1
gjengjeld	1
garborg	1
enkelhet	1
nettstedet	1
kriger	1
invitasjon	1
finans	1
stemmer	1
breddegrad	1
avisinnlegg	1
overdreven	1
skolebygninger	1
kirkebakken	1
jobben	1
hjelpemidler	1
ideologier	1
rettferdighet	1
krigsseilerne	1
minutter	1
prisutdelingen	1
canada	1
albertville	1
nyhetssendinger	1
tilfellet	1
manglerud	1
byjubileet	1
verd	1
korrektiver	1
ferie	1
livsholdning	1
erfare	1
halvår	1
finnmarksvidda	1
orden	1
kompetanse	1
taxisjåfør	1
flyktning	1
starten	1
snu	1
individualisme	1
vennegjeng	1
fravær	1
etterbruken	1
standpunkter	1
påminnelser	1
innstramning	1
skuespiller	1
yrker	1
sikter	1
tv-skjermen	1
forsker	1
terreng	1
spraymaling	1
samholdet	1
selvrespekt	1
skolegangen	1
lokalsamfunnene	1
interessen	1
pioner	1
internasjonalisering	1
blomstre	1
vannet	1
greier	1
flykatastrofen	1
rogaland	1
armkroken	1
nordområdene	1
krigens	1
stavanger	1
viten	1
sant	1
retur	1
skifte	1
tom	1
nordmenns	1
julemat	1
sitatet	1
lokalpolitikere	1
referanser	1
speilet	1
underholdningsverdi	1
kristentroen	1
besetningen	1
arbeidsdagen	1
kongepar	1
aktiviteten	1
gjeld	1
barnekonvensjonen	1
metode	1
funnet	1
søppel	1
videreføring	1
flodbølgene	1
myndighetenes	1
rettsstatens	1
væremåte	1
sønn	1
muren	1
bilens	1
erindringen	1
løypene	1
avgjørelsene	1
sprit	1
fotballtrener	1
spillet	1
tynget	1
festtalene	1
kongeskipet	1
hjelpen	1
adskilt	1
tidens	1
roser	1
nærbutikken	1
våkenetter	1
lokalforeninger	1
barnehager	1
friminuttene	1
kjempeinnsats	1
summen	1
erklæringen	1
røster	1
mobiltelefoner	1
promille	1
sannheten	1
trafikkmaskin	1
latterliggjøring	1
konfliktområde	1
kulturarv	1
velferdssamfunn	1
februar	1
fornuftens	1
kulturen	1
allmenn	1
smak	1
valgfrihet	1
smil	1
byggverk	1
betraktning	1
asylsøker	1
bjørnetjeneste	1
fanebærere	1
frukter	1
forventningene	1
svakhet	1
deltagelse	1
eierskifte	1
planet	1
oppfordringen	1
ferier	1
lyspunkt	1
60-års	1
ekstremister	1
river	1
banet	1
pessimisme	1
antarktis	1
utsikten	1
naturvernorganisasjoner	1
kvalitet	1
mennene	1
barcelona	1
bosetting	1
normer	1
oppsigelser	1
tiår	1
myndighetene	1
vugger	1
typen	1
informasjon	1
tilbudet	1
klimakrisen	1
reportasjene	1
underholder	1
gledene	1
læring	1
presentasjon	1
prestasjonspress	1
skoledagen	1
spilleregler	1
selger	1
riket	1
samstemmighet	1
peru	1
konturene	1
1000-årsjubileum	1
trass	1
menneskehandel	1
ordskiftet	1
behold	1
miljøproblemene	1
vera	1
borger	1
strofen	1
verdenssamfunnets	1
faresonen	1
naboens	1
tårer	1
mytene	1
50-årene	1
grense	1
lærdommer	1
lederskapet	1
undertegnelsen	1
miljøbevissthet	1
særtrekk	1
programmet	1
romjulen	1
opplæring	1
feilgrep	1
lyspunkter	1
ledighet	1
grunnene	1
atmosfæren	1
stjerneskudd	1
kilden	1
advarsler	1
guds	1
kjeltringer	1
krusninger	1
syn	1
sorger	1
medfør	1
a	1
omveltningene	1
europas	1
sverd	1
frie	1
reformasjonen	1
delingen	1
tyskernes	1
krenkelser	1
deltakelsen	1
teknikkens	1
faremoment	1
undring	1
invitasjoner	1
årsak	1
gjeldsbyrde	1
forskningsmiljøene	1
markering	1
særpreg	1
funksjonsevne	1
stjerner	1
stadighet	1
klubben	1
fredspristildelingen	1
varg	1
treet	1
artsmangfold	1
politimann	1
tilpasning	1
drivhuseffekt	1
ulykka	1
fjelltur	1
godhet	1
rausere	1
filmene	1
ring	1
båser	1
undringen	1
utvalg	1
utfoldelsesmuligheter	1
tilskuere	1
fredspris	1
opptrappingen	1
idéer	1
skulder	1
vidder	1
brukere	1
nyttårsskiftet	1
ubalanse	1
kvaliteter	1
kroppen	1
litteratur	1
finanskriser	1
spadetak	1
arbeidsplass	1
demonstrasjonen	1
enkeltindivider	1
oljehistorie	1
utspillene	1
snill	1
innblikk	1
udugelighet	1
distribusjon	1
medisinen	1
naturkatastrofer	1
arbeidsmarked	1
menneskeforakt	1
lengden	1
pilegrimsleden	1
sommerferien	1
røttene	1
overforbruk	1
forvarsel	1
overskuddet	1
folkene	1
hoder	1
uvissheten	1
tromsø	1
gratulasjoner	1
støtten	1
kommentarer	1
forkjøpet	1
skyggen	1
utøya	1
forverring	1
bosettingsmønster	1
næringsgrunnlag	1
gaven	1
senteret	1
rostropovitsj	1
forpliktelser	1
pengene	1
folkeavstemning	1
prioriteringene	1
innslag	1
sveket	1
spontane	1
skatter	1
bryet	1
motbakkene	1
konfliktområder	1
problematikk	1
overflod	1
kapittel	1
tildelingene	1
overskudd	1
gjerningen	1
skader	1
jubileumsfeiringen	1
storbyen	1
humanitet	1
jubileum	1
samfunnsproblem	1
julepakker	1
øyeblikkene	1
rikdommer	1
bladet	1
nyheter	1
grunne	1
regler	1
pinsehelgen	1
etterspørselen	1
innsamling	1
kirke	1
aids-epidemien	1
avkall	1
sjansen	1
løp	1
selvrespekten	1
går	1
prislappen	1
nederlag	1
velferdsstat	1
fortelling	1
utformingen	1
narkotika	1
nyhetsbildet	1
nisser	1
oppgavene	1
irak	1
bevegelser	1
forhandlingene	1
andesfjellene	1
likeverd	1
motet	1
vedlikehold	1
oppgjør	1
tv	1
konkurranseidrett	1
myte	1
dialoger	1
egenskaper	1
allierte	1
dagers	1
jeg	1
barneran	1
begeistring	1
volden	1
slottsparken	1
forplikter	1
offentlighetens	1
sotet	1
ettertid	1
friheter	1
nord-trøndelag	1
fotfestet	1
storflommen	1
begreper	1
gråt	1
alvorsprat	1
verdensutstillingen	1
idrettsinteresserte	1
kvinnefrigjøring	1
etterlyst	1
reaksjonene	1
alvoret	1
overskrifter	1
gjerdet	1
jakt	1
hovedstad	1
makter	1
flytting	1
dannelse	1
inspirere	1
livskvaliteten	1
lag	1
velsignelsen	1
forfattere	1
næringslivet	1
gror	1
senter	1
kirker	1
myanmar	1
sykkel-vm	1
barnets	1
soldater	1
guden	1
småbedrifter	1
usas	1
kronprinsessen	1
dødsleirene	1
eøs-avtalen	1
motiver	1
fiskerinæringen	1
terroren	1
stans	1
fartøyet	1
gatene	1
perspektiver	1
behøver	1
skillet	1
fylke	1
søkelys	1
heder	1
turen	1
gudshus	1
samspillet	1
bygder	1
nytte	1
miljøer	1
kronerulling	1
brannkorps	1
reflektere	1
helsesektoren	1
blind	1
barnehjemsbarn	1
virke	1
uvennskap	1
hovedkvarter	1
lier	1
lenger	1
storfamilien	1
høsten	1
domkirken	1
datoen	1
produkter	1
ledelsen	1
nærmiljøer	1
mynt	1
flertall	1
relevans	1
nedrustning	1
organisasjonene	1
årenes	1
oppførsel	1
stahet	1
sykesengen	1
ulage	1
verktøy	1
profitt	1
aust-agder	1
helgeland	1
hus	1
verdiforankring	1
overraskelser	1
utlendinger	1
stykke	1
journalist	1
gassfunn	1
samfunnsborger	1
samtalene	1
dom	1
barnehage	1
butikken	1
mediebildet	1
gjeldskrise	1
oppfyllelse	1
ledelse	1
fellesverdier	1
mangfoldsåret	1
distriktene	1
støvet	1
turistattraksjon	1
narkotikapolitikk	1
rusproblemer	1
varer	1
kanskje	1
handel	1
ritualet	1
vennlighet	1
jenta	1
kunnskaper	1
matvareproduksjon	1
livsvilkår	1
førstehånds	1
mobiltelefonen	1
fredsprisvinnerne	1
passasjerfergen	1
århundre	1
skoletid	1
leveranser	1
kår	1
døren	1
medmennesket	1
vi	1
nedrustningsavtalen	1
troskap	1
preges	1
bøsser	1
flommen	1
peisen	1
informasjonsteknologien	1
gjenoppbyggingsarbeidet	1
lege	1
betegnelsen	1
stenger	1
vill	1
narkotikahunder	1
fn-organisasjoner	1
jag	1
miljøutfordringene	1
veiene	1
nettet	1
kamparena	1
truslene	1
